,City,Latitude,Longitude,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
286,Kumul,42.8,93.45,34.25,74,69,8.97,CN,1613098800
287,Klyuchi,52.2667,79.1667,-18.87,87,61,4.27,RU,1613098800
288,Texarkana,33.4251,-94.0477,34.83,82,95,5.5,US,1613098800
289,Caconda,-13.7333,15.0667,56.37,70,100,5.5,AO,1613098800
290,Hadejia,12.4498,10.0444,67.42,24,10,8.46,NG,1613098800
291,Sandakan,5.8402,118.1179,84.04,73,43,5.88,MY,1613098800
292,Mumford,5.2618,-0.759,81.37,84,42,9.78,GH,1613098800
293,Witu,-2.3889,40.4382,75.87,87,65,2.53,KE,1613098800
294,Sakaiminato,35.55,133.2333,50.5,55,87,5.1,JP,1613098800
295,Mikhaylovka,50.06,43.2379,34.34,95,97,11.34,RU,1613098800
296,Assiniboia,49.6334,-105.9845,-23.89,74,100,11.56,CA,1613098800
297,Znamenskoye,57.1281,73.8282,-26.16,86,24,4.54,RU,1613098800
298,Mora,11.0461,14.1401,61.0,31,2,3.85,CM,1613098800
299,Saint-Augustin,51.226,-58.6502,26.8,94,100,15.84,CA,1613098800
300,Udachny,66.4167,112.4,-19.97,84,35,3.65,RU,1613098800
301,Coria,39.9879,-6.5377,52.29,94,96,9.55,ES,1613098800
302,Ranong,9.9658,98.6348,85.14,72,10,3.18,TH,1613098800
303,Maceió,-9.6658,-35.7353,78.39,83,46,9.04,BR,1613098800
304,Maïné Soroa,13.2114,12.0241,67.8,24,0,8.93,NE,1613098800
305,Noumea,-22.2763,166.4572,82.13,71,5,6.53,NC,1613098800
306,Hong Kong,22.2855,114.1577,65.12,66,0,4.0,HK,1613098800
307,Kiryat Shmona,33.2073,35.5721,53.42,58,0,2.75,IL,1613098800
308,Kapoeta,4.7717,33.5903,82.71,29,78,7.07,SS,1613098800
309,Nakama,33.8167,130.7,56.59,63,99,6.73,JP,1613098800
310,Ixtapa,20.7,-105.2,66.0,78,62,1.59,MX,1613098800
311,Coracora,-15.0333,-73.7833,50.32,77,90,2.93,PE,1613098800
312,Jardim do Seridó,-6.5844,-36.7744,78.37,70,7,13.44,BR,1613098800
313,Malmyzh,56.5205,50.6818,-0.63,92,96,7.45,RU,1613098800
314,Tabuk,17.4189,121.4443,76.17,83,76,6.53,PH,1613098800
315,Myitkyina,25.3833,97.4,72.52,51,0,2.68,MM,1613098800
316,Arman',59.7,150.1667,20.03,89,0,3.83,RU,1613098800
317,Kauhajoki,62.4333,22.1833,8.91,89,0,4.14,FI,1613098800
318,Tucumã,-0.1833,-50.05,77.34,90,99,7.92,BR,1613098800
319,Port-Gentil,-0.7193,8.7815,81.37,82,100,10.85,GA,1613098800
320,Sola,-13.8833,167.55,82.72,73,40,5.57,VU,1613098800
321,Bambous Virieux,-20.3428,57.7575,78.96,75,87,13.29,MU,1613098800
322,Xinzhi,36.4989,111.7047,53.01,41,20,0.96,CN,1613098800
323,Masumbwe,-3.6333,32.1833,65.01,93,94,0.76,TZ,1613098800
324,Varhaug,58.6147,5.6457,21.25,69,0,6.38,NO,1613098800
325,Formosa do Rio Preto,-11.0483,-45.1931,71.94,88,64,1.12,BR,1613098800
326,Bandarbeyla,9.4942,50.8122,72.09,76,74,11.63,SO,1613098800
327,Nālūt,30.3333,10.85,53.92,44,0,10.69,LY,1613098800
328,Dhidhdhoo,6.8833,73.1,80.17,65,4,8.16,MV,1613098800
329,Cullinan,-25.6709,28.5236,59.72,91,1,12.19,ZA,1613098800
330,Narsaq,60.9167,-46.05,36.09,55,87,14.18,GL,1613098800
331,Verkhnetulomskiy,68.6073,31.7962,0.19,84,30,4.68,RU,1613098800
332,Ketchikan,55.3422,-131.6461,20.5,53,1,7.78,US,1613098800
333,Inongo,-1.95,18.2667,77.2,76,74,5.1,CD,1613098800
334,Shenjiamen,29.9576,122.298,50.99,91,100,11.01,CN,1613098800
335,Hofn,64.2539,-15.2082,41.04,68,100,19.04,IS,1613098800
336,Almonte,37.2647,-6.5167,56.62,93,91,3.44,ES,1613098800
337,Río Gallegos,-51.6226,-69.2181,52.05,46,0,18.48,AR,1613098800
338,Dunedin,-45.8742,170.5036,58.19,66,10,11.97,NZ,1613098800
339,Rancagua,-34.1708,-70.7444,67.37,67,6,2.53,CL,1613098800
340,Alofi,-19.0595,-169.9187,83.75,73,69,14.05,NU,1613098800
341,San Miguel de Cozumel,20.5083,-86.9458,78.93,89,11,13.09,MX,1613098800
342,Urambo,-5.0667,32.05,64.11,91,99,1.9,TZ,1613098800
343,Sukhothai,17.25,99.6667,82.83,56,1,1.45,TH,1613098800
344,Yerbogachën,61.2767,108.0108,-15.66,86,7,3.8,RU,1613098800
345,Geraldton,-28.7667,114.6,82.26,36,0,11.74,AU,1613098800
346,Honningsvåg,70.9821,25.9704,28.15,93,96,18.66,NO,1613098800
347,Araouane,18.9048,-3.5265,70.92,16,27,10.83,ML,1613098800
348,Nanortalik,60.1432,-45.2371,28.54,89,100,12.28,GL,1613098800
349,Srandakan,-7.9386,110.2506,83.91,76,67,7.23,ID,1613098800
350,Pirapora,-17.345,-44.9419,71.42,89,95,2.73,BR,1613098800
351,Ovsyanka,55.9575,92.5519,-9.31,74,49,7.2,RU,1613098800
352,Brae,60.3964,-1.353,35.6,81,87,22.41,GB,1613098800
353,Azanka,58.0401,64.7893,-15.52,89,63,2.91,RU,1613098800
354,Le Port,-20.9373,55.2919,78.71,68,86,5.99,RE,1613098800
355,Chulym,55.0997,80.9572,-27.99,83,0,5.14,RU,1613098800
356,Buritis,-15.6178,-46.4233,71.56,89,95,3.22,BR,1613098800
357,Jalu,29.0331,21.5482,54.46,79,0,9.55,LY,1613098800
358,Huejuquilla el Alto,22.6,-103.8667,55.74,39,0,4.09,MX,1613098800
359,Saldanha,-33.0117,17.9442,66.74,91,7,15.5,ZA,1613098800
360,Constitución,-35.3333,-72.4167,59.85,89,83,6.78,CL,1613098800
361,Puro,12.4841,123.3827,83.01,72,10,4.03,PH,1613098800
362,Santa Maria,-29.6842,-53.8069,68.56,92,84,3.33,BR,1613098800
363,Manali,13.1667,80.2667,73.04,70,69,4.9,IN,1613098800
364,Apastovo,55.2029,48.5109,4.23,86,87,4.63,RU,1613098800
365,La Rioja,42.25,-2.5,46.29,86,69,8.41,ES,1613098800
366,Northam,51.0333,-4.2167,35.82,80,100,24.49,GB,1613098800
367,Tubualá,9.5167,-79.0333,79.57,70,34,11.25,PA,1613098800
368,Nador,35.174,-2.9287,58.1,68,7,3.71,MA,1613098800
369,Kozhva,65.1073,57.0459,-19.55,88,96,3.02,RU,1613098800
370,Puerto Quijarro,-17.7833,-57.7667,69.73,94,100,1.72,BO,1613098800
371,Sulęcin,52.4443,15.1168,16.25,87,20,3.74,PL,1613098800
372,Puri,19.8,85.85,75.33,77,44,1.83,IN,1613098800
373,Bagadó,5.4116,-76.4152,75.58,89,85,1.68,CO,1613098800
374,Laas,46.6166,10.7002,19.42,66,18,3.62,IT,1613098800
375,Saryozek,44.3583,77.9753,36.37,88,100,4.41,KZ,1613098800
376,Labuhan,-6.8844,112.2051,82.71,81,97,6.78,ID,1613098800
377,Karangampel,-6.4622,108.4519,83.44,80,100,6.73,ID,1613098800
378,Panabá,21.2833,-88.2667,75.85,75,31,8.03,MX,1613098800
379,Suluktu,39.9337,69.57,42.6,72,37,6.96,KG,1613098800
380,Christchurch,-43.5333,172.6333,62.38,62,58,11.95,NZ,1613098800
381,Villacarrillo,38.1156,-3.0848,50.67,98,99,2.73,ES,1613098800
382,Miquelon,47.0975,-56.3814,22.86,97,100,34.99,PM,1613098800
383,Sainte-Marie,-20.8968,55.5496,77.74,70,79,13.91,RE,1613098800
384,Te Anau,-45.4167,167.7167,67.91,43,5,3.0,NZ,1613098800
385,Buraidah,26.326,43.975,58.53,64,12,5.79,SA,1613098800
386,Sungai Padi,6.0851,101.8766,83.14,74,51,3.27,TH,1613098800
387,Port Blair,11.6667,92.75,81.34,69,59,13.8,IN,1613098800
388,Vardø,70.3705,31.1107,22.06,96,78,18.88,NO,1613098800
389,Tura,25.5198,90.2201,73.04,41,26,2.66,IN,1613098800
390,Sarti,40.1,23.9833,51.28,52,13,13.06,GR,1613098800
391,Marawi,7.9986,124.2928,79.18,79,57,4.0,PH,1613098800
392,Half Moon Bay,37.4636,-122.4286,54.12,94,95,12.71,US,1613098800
393,Ondo,7.1,4.8333,75.29,94,98,1.25,NG,1613098800
394,Matara,5.9485,80.5353,78.62,82,75,3.83,LK,1613098800
395,Knysna,-34.0363,23.0471,72.48,92,69,1.74,ZA,1613098800
396,Kayasula,44.325,45.0,41.54,92,12,7.99,RU,1613098800
397,Kabare,-2.4683,28.8242,63.23,83,99,1.68,CD,1613098800
398,Ola,59.5833,151.2833,18.95,89,0,5.59,RU,1613098800
399,Gunnedah,-30.9833,150.25,88.09,46,50,16.08,AU,1613098800
400,Teteven,42.9167,24.2667,24.49,86,75,10.58,BG,1613098800
401,Ørje,59.4802,11.6602,11.79,83,0,5.01,NO,1613098800
402,Saint-Paul,-21.0096,55.2707,78.58,77,97,2.89,RE,1613098800
403,Chicama,-7.8447,-79.1469,75.79,66,82,4.21,PE,1613098800
404,Aquitania,5.5197,-72.8875,49.75,97,88,1.25,CO,1613098800
405,Ilulissat,69.2167,-51.1,2.48,77,50,6.96,GL,1613098800
406,Peleduy,59.6289,112.7406,-4.97,86,100,0.72,RU,1613098800
407,Rondonópolis,-16.4708,-54.6356,74.12,92,100,5.39,BR,1613098800
408,Juba,4.8517,31.5825,80.71,28,60,2.19,SS,1613098800
409,Raymond Terrace,-32.75,151.75,92.28,45,49,7.43,AU,1613098800
410,Hay River,60.8156,-115.7999,-7.8,80,39,7.07,CA,1613098800
411,Oddur,4.1213,43.8894,65.86,92,63,14.83,SO,1613098800
412,Misratah,32.3754,15.0925,57.45,70,0,7.72,LY,1613098800
413,Evansville,37.9748,-87.5558,24.87,83,95,10.02,US,1613098800
414,Raymond,43.9015,-70.4703,11.26,73,33,4.85,US,1613098800
415,Batticaloa,7.7102,81.6924,73.22,80,99,7.67,LK,1613098800
416,Kayes,14.0,-11.0,78.93,17,33,5.37,ML,1613098800
417,Buala,-8.145,159.5921,80.13,84,100,11.14,SB,1613098800
418,Pangnirtung,66.1451,-65.7125,-12.39,82,47,0.27,CA,1613098800
419,Porto-Novo,6.4965,2.6036,82.45,85,55,6.58,BJ,1613098800
420,Fuxin,42.0156,121.6589,44.53,68,17,5.48,CN,1613098800
421,Kloulklubed,7.0419,134.2556,84.43,74,84,10.11,PW,1613098800
422,Tawang Town,27.5833,91.8667,46.62,69,0,2.91,IN,1613098800
423,General Pico,-35.6566,-63.7568,74.71,46,25,9.6,AR,1613098800
424,Pecos,31.4229,-103.4932,45.16,68,46,12.08,US,1613098800
425,Gold Coast,-28.0,153.4333,79.27,59,37,10.54,AU,1613098800
426,Wajir,1.7471,40.0573,74.66,74,6,8.9,KE,1613098800
427,Omboué,-1.5746,9.2618,78.71,88,100,5.55,GA,1613098800
428,Liverpool,53.4106,-2.9779,30.34,82,90,15.55,GB,1613098800
429,Toyo,10.7333,125.0167,86.04,74,0,3.42,PH,1613098800
430,Nuristan,35.3,70.8333,17.58,56,36,9.4,AF,1613098800
431,Havre-St-Pierre,50.2334,-63.5986,24.6,90,95,13.13,CA,1613098800
432,Tacuarembó,-31.7333,-55.9833,65.5,93,93,3.49,UY,1613098800
433,Yar-Sale,66.8333,70.8333,-19.19,87,90,7.63,RU,1613098800
434,Santa Cruz de Barahona,18.2085,-71.1008,75.56,74,9,7.29,DO,1613098800
435,Andenes,69.3143,16.1194,35.44,87,100,43.02,NO,1613098800
436,Ratnagiri,16.9833,73.3,73.81,41,63,6.33,IN,1613098800
437,Dordrecht,51.81,4.6736,16.32,86,12,9.24,NL,1613098800
438,Khandyga,62.6667,135.6,12.13,89,10,3.83,RU,1613098800
439,Bārmer,25.75,71.3833,66.61,25,87,5.88,IN,1613098800
440,Baharly,38.4362,57.4316,48.9,58,48,1.45,TM,1613098800
441,Creel,27.75,-107.6333,43.09,61,46,6.76,MX,1613098800
442,Coahuayana Viejo,18.7333,-103.6833,70.74,77,15,1.54,MX,1613098800
443,Canindé,-4.3589,-39.3117,75.81,83,39,1.41,BR,1613098800
444,Kailua,21.4022,-157.7394,74.95,64,28,11.01,US,1613098800
445,Zhaodong,46.0833,125.9833,31.53,88,0,12.62,CN,1613098800
446,Samaná,19.2056,-69.3369,74.73,82,21,9.26,DO,1613098800
447,Harstad,68.799,16.5293,31.89,89,82,31.25,NO,1613098800
448,Orlik,52.5178,99.825,-12.59,77,40,1.95,RU,1613098800
449,Krasnolesnyy,51.8807,39.5877,30.0,96,95,12.86,RU,1613098800
450,Port Lincoln,-34.7333,135.8667,66.63,60,94,12.24,AU,1613098800
451,Benguela,-12.5763,13.4055,73.67,81,99,3.02,AO,1613098800
452,Beni,0.5,29.4667,66.65,61,68,2.33,CD,1613098800
453,Vermillion,42.7794,-96.9292,-3.57,85,92,5.08,US,1613098800
454,Guerrero Negro,27.9769,-114.0611,61.81,75,0,15.37,MX,1613098800
455,Biak,-0.9131,122.8766,83.35,73,98,2.46,ID,1613098800
456,Savannakhet,16.566,104.751,76.35,54,42,10.63,LA,1613098800
457,Pacific Grove,36.6177,-121.9166,54.41,85,95,5.86,US,1613098800
458,Dzaoudzi,-12.7887,45.2699,82.2,78,78,10.96,YT,1613098800
459,Florence,43.7667,11.25,44.2,72,87,6.93,IT,1613098800
460,Takaka,-40.85,172.8,66.42,52,14,6.69,NZ,1613098800
461,Nurota,40.5614,65.6886,47.91,61,85,4.74,UZ,1613098800
462,Somerset,40.5668,-74.5496,25.79,71,49,5.86,US,1613098800
463,Zyryanka,65.75,150.85,-14.57,88,55,2.13,RU,1613098800
464,Grindavik,63.8424,-22.4338,40.55,80,87,35.93,IS,1613098800
465,San Cristobal,7.7669,-72.225,66.79,85,63,1.68,VE,1613098800
466,Adrar,20.5022,-10.0711,66.42,20,7,9.64,MR,1613098800
467,São José da Coroa Grande,-8.8978,-35.1478,78.15,81,10,7.31,BR,1613098800
468,Waipawa,-41.4122,175.5153,63.3,72,61,9.13,NZ,1613098800
469,Portobelo,9.55,-79.65,76.26,73,74,9.24,PA,1613098800
470,Sittwe,20.15,92.9,71.83,51,61,6.51,MM,1613098800
471,Vestmannaeyjar,63.4427,-20.2734,41.14,73,100,38.61,IS,1613098800
472,Buchanan,5.8808,-10.0467,78.85,90,30,4.92,LR,1613098800
473,Lagoa,39.05,-27.9833,58.62,87,100,23.87,PT,1613098800
474,Ternate,0.8,127.4,85.55,74,96,1.99,ID,1613098800
475,Natal,-5.795,-35.2094,80.15,81,25,10.54,BR,1613098800
476,Vao,-22.6667,167.4833,77.25,78,10,5.26,NC,1613098800
477,Glyadyanskoye,54.9075,65.0883,-7.46,90,61,6.71,RU,1613098800
478,Okhotsk,59.3833,143.3,18.86,90,100,5.68,RU,1613098800
479,Boa Vista,2.8197,-60.6733,81.59,63,8,10.49,BR,1613098800
480,Alugan,12.2188,125.4808,83.37,81,29,5.55,PH,1613098800
481,Ushtobe,45.2514,77.9838,24.89,98,100,5.03,KZ,1613098800
482,Kavaratti,10.5669,72.642,81.64,58,27,7.25,IN,1613098800
483,Jinchang,38.4953,102.1739,41.18,64,86,6.08,CN,1613098800
484,Matagami,49.7502,-77.6328,-8.18,83,95,8.75,CA,1613098800
485,Voinka,45.8699,33.9914,51.01,57,100,6.76,UA,1613098800
486,Gloucester,51.8657,-2.2431,28.36,83,91,14.18,GB,1613098800
487,Atambua,-9.1061,124.8925,83.97,73,60,4.05,ID,1613098800
488,Chadiza,-14.0678,32.4392,65.71,97,96,3.78,ZM,1613098800
489,Sobolevo,54.4299,31.8996,5.83,94,100,19.55,RU,1613098800
490,Esim,4.8699,-2.2405,80.42,84,16,9.01,GH,1613098800
491,Sistranda,63.7256,8.834,32.07,77,54,22.1,NO,1613098800
492,Maturin,9.75,-63.1767,72.43,87,43,6.73,VE,1613098800
493,Faro,37.0194,-7.9322,58.89,94,69,7.16,PT,1613098800
494,Mogadishu,2.0371,45.3438,75.94,84,66,15.61,SO,1613098800
495,Fidenza,44.864,10.0667,39.36,75,98,10.83,IT,1613098800
496,Takoradze,4.8845,-1.7554,79.99,87,89,10.56,GH,1613098800
497,Vostochnyy,55.8167,37.8667,5.29,87,95,10.4,RU,1613098800
498,Mandera,3.9366,41.867,74.32,69,61,6.38,KE,1613098800
499,Vitim,59.4511,112.5578,-4.77,86,100,0.96,RU,1613098800
500,Ranau,5.9538,116.6641,83.75,66,54,0.74,MY,1613098800
501,Mindelo,16.8901,-24.9804,69.01,80,38,19.64,CV,1613098800
502,La Palma,33.8464,-118.0467,59.31,67,63,5.66,US,1613098800
503,Nouadhibou,20.931,-17.0347,64.09,76,0,23.76,MR,1613098800
504,Naro Moru,-0.1676,37.0213,55.31,90,98,0.65,KE,1613098800
505,Ifakara,-8.1333,36.6833,71.6,88,100,1.36,TZ,1613098800
506,Necochea,-38.5473,-58.7368,67.26,87,85,13.44,AR,1613098800
507,Cayenne,4.9333,-52.3333,77.23,94,80,12.91,GF,1613098800
508,Mackay,-21.15,149.2,82.29,58,46,10.63,AU,1613098800
509,Alice Springs,-23.7,133.8833,94.46,41,9,15.75,AU,1613098800
510,Copperas Cove,31.1241,-97.9031,36.34,85,94,11.12,US,1613098800
511,Belaya Gora,68.5333,146.4167,-15.27,88,74,3.51,RU,1613098800
512,Severo-Yeniseyskiy,60.3725,93.0408,-17.32,88,100,8.43,RU,1613098800
513,Acajutla,13.5928,-89.8275,78.71,69,4,5.66,SV,1613098800
514,Sheksna,59.21,38.5107,-8.45,84,45,5.55,RU,1613098800
515,Dalnerechensk,45.9339,133.7225,29.5,94,100,4.41,RU,1613098800
516,Uppsala County,60.0,17.75,14.27,89,79,6.08,SE,1613098800
517,Shimoda,34.6667,138.95,55.24,63,87,9.69,JP,1613098800
518,Saltpond,5.2091,-1.0606,80.35,86,44,9.04,GH,1613098800
519,Sikonge,-5.6333,32.7667,64.36,95,98,0.92,TZ,1613098800
520,Halifax,44.6453,-63.5724,14.68,83,59,10.25,CA,1613098800
521,Neiafu,-18.65,-173.9833,82.81,83,69,11.88,TO,1613098800
522,Inyonga,-6.7167,32.0667,64.02,97,100,2.64,TZ,1613098800
523,Pozo Colorado,-23.4923,-58.7972,75.76,59,53,1.99,PY,1613098800
524,Capreol,46.706,-80.9225,-8.99,69,1,4.7,CA,1613098800
525,Gachsaran,30.3586,50.7981,53.11,65,0,1.54,IR,1613098800
526,Mount Isa,-20.7333,139.5,94.21,43,53,9.57,AU,1613098800
527,Olinda,-8.0089,-34.8553,79.9,73,60,10.16,BR,1613098800
528,Chacabuco,-34.6417,-60.4739,65.8,89,65,7.34,AR,1613098800
529,Zhezkazgan,47.8043,67.7144,7.12,88,90,6.98,KZ,1613098800
530,Grand-Santi,4.25,-54.3833,71.56,97,40,2.04,GF,1613098800
531,Kasongo-Lunda,-6.4667,16.8167,70.99,88,82,0.94,CD,1613098800
532,Maragogi,-9.0122,-35.2225,78.01,81,21,7.27,BR,1613098800
533,Kishanganj,26.1167,87.9333,70.99,52,0,1.45,IN,1613098800
534,Kem',64.9555,34.5793,-7.76,91,92,5.64,RU,1613098800
535,Tomatlán,19.9333,-105.25,67.62,75,0,2.73,MX,1613098800
536,Lovozero,68.005,35.0117,2.8,84,61,2.77,RU,1613098800
537,Itoman,26.1247,127.6694,66.85,84,83,30.2,JP,1613098800
538,Marathon,44.9,-89.7668,1.17,77,95,6.08,US,1613098800
539,Mizdah,31.4451,12.9801,49.71,65,0,4.59,LY,1613098800
540,São Filipe,14.8961,-24.4956,71.71,69,1,9.33,CV,1613098800
541,Cobadin,44.0833,28.2167,27.61,99,95,13.22,RO,1613098800
542,São Paulo de Olivença,-3.3783,-68.8725,77.67,86,89,1.92,BR,1613098800
543,Richards Bay,-28.783,32.0377,73.83,91,64,3.31,ZA,1613098800
544,Chernyshevskiy,63.0128,112.4714,-19.03,87,80,3.51,RU,1613098800
545,Wahiawā,21.5028,-158.0236,75.0,59,33,2.57,US,1613098800
546,Mikuni,36.2171,136.1519,48.22,66,87,1.9,JP,1613098800
547,Stony Mountain,50.0864,-97.2196,-23.57,73,68,6.82,CA,1613098800
548,Sangar,63.9242,127.4739,9.91,95,100,5.21,RU,1613098800
549,Zhigansk,66.7697,123.3711,-5.35,91,89,3.96,RU,1613098800
550,Quijingue,-10.7525,-39.2092,72.3,81,21,7.14,BR,1613098800
551,Douglas,41.3,-96.167,-1.16,82,93,9.4,US,1613098800
552,Saint Anthony,45.0205,-93.218,-5.37,75,95,5.28,US,1613098800
553,Snezhnogorsk,69.1933,33.2531,-0.04,85,43,10.74,RU,1613098800
554,Zheshart,62.0731,49.5733,-6.88,91,100,4.5,RU,1613098800
555,Saint-Louis,16.3333,-15.0,75.27,16,0,11.12,SN,1613098800
556,Naze,28.3667,129.4833,62.44,82,87,26.6,JP,1613098800
557,North Bend,43.4065,-124.2243,49.68,92,95,8.61,US,1613098800
558,Ostrovnoy,68.0531,39.5131,9.86,92,100,5.01,RU,1613098800
559,Saint Paul,44.9444,-93.0933,-4.27,81,95,5.93,US,1613098800
560,Kaeo,-35.1,173.7833,72.52,47,0,5.93,NZ,1613098800
561,Killybegs,54.6333,-8.45,34.43,88,100,25.17,IE,1613098800
562,Chapleau,47.8405,-83.4034,-12.69,87,36,4.92,CA,1613098800
563,Ciudad Guayana,8.3533,-62.6528,77.49,77,26,9.31,VE,1613098800
564,Williams Lake,52.1415,-122.1445,-13.85,77,28,2.66,CA,1613098800
565,Lenina,46.0667,39.7833,46.87,80,100,8.28,RU,1613098800
566,Fort Nelson,58.8053,-122.7002,-6.02,74,38,1.68,CA,1613098800
567,Hamilton,39.1834,-84.5333,20.91,83,100,8.1,US,1613098800
568,Rawson,-43.3002,-65.1023,76.12,44,52,23.76,AR,1613098800
569,Praia da Vitória,38.7333,-27.0667,60.93,92,69,36.53,PT,1613098800
570,Harker Heights,31.0835,-97.6597,29.95,90,85,8.79,US,1613098800
571,Akdepe,42.0551,59.3788,34.57,80,49,9.95,TM,1613098800
572,Fare,-16.7,-151.0167,82.81,65,2,11.79,PF,1613098800
573,Praia,14.9215,-23.5087,69.55,75,0,14.61,CV,1613098800
574,Luís Correia,-2.8792,-41.6669,80.02,84,95,13.11,BR,1613098800
